Family,Taxon,site_code,year,block,plot,trt,num_leaves,leaf_pct_N,leaf_pct_C,leaf_N15_delta_air,leaf_C13_delta_PDB,leaf_N15_pct_atom,leaf_C13_pct_atom,leaf_area_mm2,leaf_dry_mass_g,SLA,leaf_ppm_P,leaf_ppm_B,leaf_ppm_Na,leaf_ppm_Ca,leaf_ppm_Fe,leaf_ppm_K,leaf_ppm_Mg,leaf_ppm_Mn,leaf_ppm_Cu,leaf_ppm_Zn,leaf_ppm_Sr,leaf_ppm_Pb,leaf_ppm_Mo
Poaceae,"SPOROBOLUS AIROIDES",bldr.us,2011,2,18,NK,5,3.05316591147119,45.992672539261,1.13247279166969,-16.5323488128425,0.366706655195058,1.08752045268689,1196.718,0.44,598.359,1314.93987,12.36981735,8471.9106,3750.72915,56.5024005,15727.30635,2287.921785,22.4675805,4.79936955,28.8606075,15.47894415,0.51926097,0.17431347
Poaceae,"SPOROBOLUS AIROIDES",bldr.us,2011,2,19,Fence,5,1.81117532555634,47.482247186946,7.98682520769295,-14.8697066758604,0.369208078868446,1.089338977541,1714.152,0.23,857.076,3831.7974,11.0751765,1921.35913,5106.6891,75.235229,10332.0832,1818.5606,27.112222,4.0763297,29.842437,24.097115,1.11250326,0.12558989
Asteraceae,"ACHILLEA MILLEFOLIUM",bnch.us,2011,1,4,N,5,4.15118333383504,48.442812316418,-1.5334893297699,-30.7346846146994,0.365733706488563,1.07198383672011,4083.878,0.454,2041.939,1520.34,32.79,83.6,8257.13,104.66,39737.42,2200.52,111.68,8.8,51.71,82.47,0.13,NULL
Asteraceae,"ACHILLEA MILLEFOLIUM",bnch.us,2011,1,6,NP,5,3.61912606321414,45.8590564290322,-1.03924978369091,-31.0338252666392,0.365914081726629,1.07165653993619,480.842,0.501,240.421,3957.78,31.62,50.59,10575.9,188.62,36852.09,3390.83,85.04,7.29,44.7,66.94,0.08,NULL
Asteraceae,"ACHILLEA MILLEFOLIUM",bnch.us,2011,1,9,NPK+Fence,5,3.2096795252966,49.9360173012799,-1.4958330352393,-30.553469367775,0.36574744936791,1.0721821075069,6721.252,0.659,3360.626,2553.27,32.44,30.14,7910.12,56.17,39650.75,1962.51,53.07,6.7,59.78,52.07,0.04,NULL
Asteraceae,"ACHILLEA MILLEFOLIUM",bnch.us,2011,2,12,P,5,3.38759424791754,49.7394384109092,-1.43212229854322,-31.3335063143785,0.365770700955815,1.07132864972102,4586.906,0.421,2293.453,4222.04,32.2,29.96,9258.33,65.34,33675.79,2452.8,52.57,6.98,24.43,59.31,0.06,NULL
Asteraceae,"ACHILLEA MILLEFOLIUM",bnch.us,2011,2,15,N,5,4.21310349181005,48.0552959046182,-0.55424285856243,-30.3401733508676,0.366091086837779,1.07241547740975,4939.809,0.406,2469.9045,1556.55,41.83,40.27,9905.32,151.91,39329.93,1888.46,121.53,7.83,40.37,90.11,0.06,NULL
Asteraceae,"ERIGERON ALICEAE",bnch.us,2011,1,2,K,5,2.74588223105247,49.4676093800672,-2.82378504065482,-28.6788500027836,0.36526280342302,1.07423311486951,3026.74,0.201,1513.37,3093.92,31.33,29.92,12078.52,72.27,43583.73,2688.61,32.65,6.01,86.42,118.26,0.06,NULL
Asteraceae,"ERIGERON ALICEAE",bnch.us,2011,1,5,NPK,5,3.50497164284397,46.7838289998564,0.391246103644969,-29.3728957892635,0.366436144801409,1.0734737743556,2096.72,0.102,1048.36,3237.22,60.6,237.26,16148.68,179.55,37780.01,2692.16,70.22,9.29,65.41,126.11,0.07,NULL
Asteraceae,"ERIGERON ALICEAE",bnch.us,2011,1,9,NPK+Fence,5,3.32643297714846,43.8570766217073,1.00572442644741,-29.6399188232497,0.366660398532215,1.07318162711263,2363.003,0.116,1181.5015,2690.56,77.75,151.63,12688.97,102.61,35798.16,2017.92,58.03,7.75,64.98,65.1,0.08,NULL
