site_code,Family,local_name,standard_taxon,number_plots_observed,provenance,lifespan,lifeform,functional_group,photosynthetic_pathway
bldr.us,Poaceae,"Bouteloua dactyloides","Buchloe dactyloides",20,NAT,PERENNIAL,GRASS,GRASS,C4
bldr.us,Poaceae,"Bouteloua gracilis","Chondrosum gracile",16,NAT,PERENNIAL,GRASS,GRASS,C4
bldr.us,Poaceae,"Bromus arvensis","Bromus arvensis",20,INT,ANNUAL,GRASS,GRASS,C3
bldr.us,Poaceae,"Bromus tectorum","Bromus tectorum",20,INT,ANNUAL,GRASS,GRASS,C3
bldr.us,Poaceae,"Eyebrow grass","Unknown grass",1,UNK,NULL,NULL,GRASS,NULL
bldr.us,Poaceae,"Pascopyrum smithii","Elymus smithii",18,NAT,PERENNIAL,GRASS,GRASS,C3
bldr.us,Poaceae,"Poa compressa","Poa compressa",8,INT,PERENNIAL,GRASS,GRASS,C3
bldr.us,Poaceae,"Spiky seed weed grass","Unknown grass",2,UNK,NULL,NULL,GRASS,NULL
bldr.us,Poaceae,"Sporobolus airoides","Sporobolus airoides",20,NAT,PERENNIAL,GRASS,GRASS,C4
bldr.us,Poaceae,"Unknown australian grass","Unknown grass",1,NULL,NULL,NULL,GRASS,NULL
bldr.us,Poaceae,"Unknown f grass","Unknown grass",1,NULL,NULL,NULL,GRASS,NULL
bldr.us,Poaceae,"Unknown grass 2013","Unknown grass",1,NULL,NULL,NULL,GRASS,NULL
bldr.us,Poaceae,"Vulpia bromoides","Vulpia bromoides",3,INT,ANNUAL,GRASS,GRASS,C3
bnbt.us,Amaranthaceae,"Amaranthus sp.","Amaranthus sp.",1,NULL,NULL,NULL,NULL,NULL
bnbt.us,Apocynaceae,"Apocynum cannabinum","Apocynum cannabinum",7,NAT,PERENNIAL,HERB,FORB,NULL
bnbt.us,Apocynaceae,"Asclepias syriaca","Asclepias syriaca",6,NAT,PERENNIAL,HERB,FORB,NULL
bnbt.us,Compositae,"Cirsium altissimum","Cirsium altissimum",8,NAT,BIENNIAL,HERB,FORB,NULL
bnbt.us,Compositae,"Helianthus maximiliani","Helianthus maximiliani",28,NAT,PERENNIAL,HERB,FORB,NULL
bnbt.us,Compositae,"Solidago canadensis","Solidago canadensis",11,NAT,PERENNIAL,HERB,FORB,NULL
bnbt.us,Compositae,"Symphyotrichum pilosum","Symphyotrichum pilosum",2,NAT,PERENNIAL,HERB,FORB,NULL
bnbt.us,Fabaceae,"Desmanthus illinoensis","Desmanthus illinoensis",1,NAT,PERENNIAL,HERB,LEGUME,NULL
bnbt.us,Fabaceae,"Desmodium paniculatum","Desmodium paniculatum",10,NAT,PERENNIAL,HERB,LEGUME,NULL
bnbt.us,Fabaceae,"Lespedeza cuneata","Lespedeza juncea var. sericea",9,INT,PERENNIAL,HERB,LEGUME,NULL
bnbt.us,Poaceae,"Andropogon gerardii","Andropogon gerardii",24,NAT,PERENNIAL,GRASS,GRASS,C4
bnbt.us,Poaceae,"Panicum virgatum","Panicum virgatum",3,NAT,PERENNIAL,GRASS,GRASS,C4
bnbt.us,Poaceae,"Setaria pumila","Setaria pumila",4,INT,ANNUAL,GRASS,GRASS,C4
bnbt.us,Poaceae,"Sorghastrum nutans","Sorghastrum nutans",3,NAT,PERENNIAL,GRASS,GRASS,C4
bnbt.us,Poaceae,"Sporobolus asper","Sporobolus asper",7,NAT,PERENNIAL,GRASS,GRASS,C4
bnbt.us,Poaceae,"Tripsacum dactyloides","Tripsacum dactyloides",8,NAT,PERENNIAL,GRASS,GRASS,C4
bnbt.us,Polygonaceae,"Polygonum lapathifolium","Persicaria lapathifolia",4,NAT,ANNUAL,HERB,FORB,NULL
bnbt.us,Rubiaceae,"Galium sp.","Galium sp.",1,NULL,NULL,NULL,NULL,NULL
bnbt.us,Solanaceae,"Physalis heterophylla","Physalis heterophylla",5,NAT,PERENNIAL,HERB,FORB,NULL
bnbt.us,Ulmaceae,"ulmus sp.","Ulmus sp.",1,NULL,NULL,NULL,NULL,NULL
bnbt.us,Urticaceae,"Urtica dioecia","Urtica dioecia",3,NAT,PERENNIAL,HERB,FORB,NULL
bnbt.us,Violaceae,"Viola sororia","Viola sororia",7,NAT,ANNUAL,HERB,FORB,NULL
bnbt.us,Vitaceae,"Vitis riparia","Vitis vulpina",1,NAT,PERENNIAL,VINE,WOODY,NULL
bnch.us,NULL,"Forb species","Forb sp.",9,NAT,NULL,NULL,FORB,NULL
bnch.us,NULL,Lichen,Lichen,3,UNK,NULL,NULL,LICHEN,NULL
bnch.us,NULL,Moss,Bryophyte,1,NULL,NULL,NULL,BRYOPHYTE,NULL
bnch.us,Apiaceae,"Lomatium triternatum","Lomatium triternatum",3,NULL,NULL,NULL,FORB,NULL
bnch.us,Boraginaceae,"Phacelia hastata","Phacelia hastata",2,NAT,PERENNIAL,FORB,FORB,NULL
bnch.us,Caryophyllaceae,"Caryophyllaceae species","Unknown caryophyllaceae sp.",3,NULL,NULL,NULL,NULL,NULL
bnch.us,Caryophyllaceae,"Moehringia lateriflora","Moehringia lateriflora",6,NAT,PERENNIAL,FORB,FORB,NULL
bnch.us,Compositae,"Achillea millefolium","Achillea millefolium",29,NAT,PERENNIAL,NULL,FORB,NULL
bnch.us,Compositae,"Agoseris aurantiaca","Agoseris aurantiaca",12,NAT,PERENNIAL,NULL,NULL,NULL
bnch.us,Compositae,"Aster ledophyllus","Eucephalus ledophyllus",14,NULL,NULL,NULL,NULL,NULL
bnch.us,Compositae,"Aster occidentalis","Symphyotrichum spathulatum",14,NAT,NULL,FORB,FORB,NULL
bnch.us,Compositae,"Aster sp.","Aster sp.",1,NULL,NULL,NULL,NULL,NULL
bnch.us,Compositae,"Calycadenia pauciflora","Calycadenia pauciflora",4,NAT,ANNUAL,NULL,NULL,NULL
bnch.us,Compositae,"Cirsium occidentale","Carduus occidentalis",9,NAT,PERENNIAL,NULL,FORB,NULL
bnch.us,Compositae,"Cirsium remotifolium","Cirsium remotifolium",28,NAT,PERENNIAL,NULL,NULL,NULL
bnch.us,Compositae,"Erigeron aliceae","Erigeron aliceae",23,NAT,PERENNIAL,NULL,FORB,NULL
bnch.us,Compositae,"Hieracium aurantiacum","Pilosella aurantiaca",4,INT,PERENNIAL,FORB,FORB,NULL
bnch.us,Compositae,"Hieracium gracile","Hieracium froelichianum",5,NAT,PERENNIAL,NULL,NULL,NULL
bnch.us,Compositae,"Hieracium scouleri","Hieracium scouleri",3,NAT,PERENNIAL,FORB,FORB,NULL
bnch.us,Cyperaceae,"Carex hoodii","Carex hoodii",30,NULL,NULL,NULL,NULL,NULL
bnch.us,Cyperaceae,"Carex pensylvanica","Carex pensylvanica",30,NAT,PERENNIAL,NULL,GRAMINOID,NULL
bnch.us,Dennstaedtiaceae,"Pteridium aquilinum","Pteridium aquilinum",1,NULL,NULL,NULL,FORB,NULL
bnch.us,Fabaceae,"Lathyrus nevadensis","Lathyrus nevadensis",9,NAT,PERENNIAL,LEGUME,LEGUME,NULL
bnch.us,Fabaceae,"Lupinus latifolius","Lupinus latifolius",30,NAT,PERENNIAL,NULL,LEGUME,NULL
bnch.us,Fabaceae,"Vicia americana","Vicia americana",9,NAT,PERENNIAL,NULL,LEGUME,NULL
bnch.us,Fagaceae,"Chrysolepis chrysophylla","Chrysolepis chrysophylla",2,NAT,PERENNIAL,TREE,WOODY,NULL
bnch.us,Iridaceae,"Iris chrysophylla","Iris chrysophylla",4,NAT,PERENNIAL,NULL,FORB,NULL
bnch.us,Iridaceae,"Sisyrinchium bellum","Sisyrinchium bellum",3,NAT,PERENNIAL,NULL,FORB,NULL
bnch.us,Liliaceae,"Calochortus subalpinus","Calochortus subalpinus",20,NAT,PERENNIAL,NULL,NULL,NULL
bnch.us,Onagraceae,"Epilobium angustifolium","Epilobium angustifolium",1,NAT,PERENNIAL,NULL,FORB,NULL
bnch.us,Poaceae,"Achnatherum occidentale","Stipa occidentalis",23,NAT,PERENNIAL,NULL,GRASS,C3
bnch.us,Poaceae,"Agropyron repens","Elymus repens",24,INT,PERENNIAL,GRASS,GRASS,C3
bnch.us,Poaceae,"Agrostis scabra","Agrostis scabra",10,NAT,PERENNIAL,NULL,GRASS,C3
bnch.us,Poaceae,"Aira caryophyllea","Aira caryophyllea",3,NULL,NULL,NULL,GRASS,C3
bnch.us,Poaceae,"Bromus carinatus","Bromus carinatus",28,NAT,ANNUAL,NULL,GRASS,C3
bnch.us,Poaceae,"Bromus vulgaris","Bromus vulgaris",1,NAT,ANNUAL,NULL,GRASS,C3
bnch.us,Poaceae,"Danthonia intermedia","Danthonia intermedia",26,NAT,PERENNIAL,NULL,GRASS,C3
bnch.us,Poaceae,"Elymus glaucus","Elymus glaucus",23,NAT,PERENNIAL,NULL,GRASS,C3
bnch.us,Poaceae,"Festuca idahoensis","Festuca idahoensis",30,NAT,PERENNIAL,NULL,GRASS,C3
bnch.us,Poaceae,"Festuca viridula","Festuca viridula",3,NAT,PERENNIAL,NULL,GRASS,C3
bnch.us,Poaceae,"Grass species","Unknown grass",1,UNK,NULL,NULL,GRASS,NULL
bnch.us,Poaceae,"Poa pratensis","Poa pratensis",7,INT,PERENNIAL,NULL,GRASS,C3
bnch.us,Polemoniaceae,"Phlox adsurgens","Phlox adsurgens",15,NAT,PERENNIAL,FORB,FORB,NULL
bnch.us,Polemoniaceae,"Phlox diffusa","Phlox diffusa",19,NAT,PERENNIAL,NULL,FORB,NULL
bnch.us,Polemoniaceae,"Phlox gracilis","Microsteris gracilis",11,NAT,ANNUAL,FORB,FORB,NULL
bnch.us,Polemoniaceae,"Polemoniaceae unknown sp.","Unknown polemoniaceae sp.",5,NULL,NULL,NULL,NULL,NULL
bnch.us,Polygonaceae,"Polygonum douglasii","Polygonum douglasii",2,NAT,ANNUAL,NULL,FORB,NULL
bnch.us,Ranunculaceae,"Aquilegia formosa","Aquilegia formosa",1,NAT,PERENNIAL,NULL,NULL,NULL
bnch.us,Rosaceae,"Fragaria vesca","Fragaria vesca",6,NAT,PERENNIAL,NULL,FORB,NULL
bnch.us,Santalaceae,"Comandra umbellata","Comandra umbellata",10,NAT,PERENNIAL,NULL,FORB,NULL
bnch.us,Scrophulariaceae,"Orthocarpus imbricatus","Orthocarpus imbricatus",9,NAT,ANNUAL,NULL,NULL,NULL
bnch.us,Scrophulariaceae,"Penstemon procerus","Penstemon procerus",20,NAT,PERENNIAL,NULL,NULL,NULL
bnch.us,Violaceae,"Viola nuttallii","Viola nuttallii",13,NULL,NULL,NULL,FORB,NULL
bogong.au,NULL,Lichen,Lichen,25,UNK,NULL,NULL,LICHEN,NULL
bogong.au,NULL,Moss,Bryophyte,5,NULL,NULL,NULL,BRYOPHYTE,NULL
bogong.au,Apiaceae,"Oreomyrrhis eriopoda","Chaerophyllum eriopodum",30,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Apiaceae,"Trachymene humilis subsp._breviscapa","Trachymene humilis ssp. breviscapa",23,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Caryophyllaceae,"Colobanthus affinis","Colobanthus affinis",26,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Caryophyllaceae,"Scleranthus biflorus","Mniarum biflorum",22,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Brachyscome decipiens","Brachyscome decipiens",2,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Celmisia pugioniformis","Celmisia pugioniformis",3,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Cotula alpina","Cotula alpina",6,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Craspedia coolaminica","Craspedia coolaminica",5,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Craspedia jamesii","Craspedia jamesii",30,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Erigeron bellidioides","Erigeron bellidioides",24,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Erigeron nitidus","Erigeron nitidus",22,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Erigeron sp.","Erigeron sp.",29,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Euchiton fordinanus","Argyrotegium fordianum",21,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Hypochaeris radicata","Hypochaeris radicata",30,INT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Microseris lanceolata","Microseris lanceolata",15,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Olearia frostii","Olearia frostii",9,NAT,PERENNIAL,SHRUB,WOODY,NULL
bogong.au,Compositae,"Senecio pinnatifolius","Senecio pinnatifolius var. alpinus",13,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Compositae,"Taraxacum officinale","Taraxacum campylodes",2,INT,PERENNIAL,HERB,FORB,NULL
bogong.au,Cyperaceae,"Carex breviculmis","Carex breviculmis",29,NAT,PERENNIAL,HERB,GRAMINOID,NULL
bogong.au,Cyperaceae,"Carex hebes","Carex hebes",30,NAT,PERENNIAL,HERB,GRAMINOID,NULL
bogong.au,Ericaceae,"Leucopogon montanus","Leucopogon montanus",1,NAT,PERENNIAL,SHRUB,WOODY,NULL
bogong.au,Geraniaceae,"Geranium antrorsum","Geranium antrorsum",2,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Haloragaceae,"Gonocarpus montanus","Gonocarpus montanus",1,NULL,NULL,NULL,FORB,NULL
bogong.au,Juncaceae,"Luzula modesta","Luzula modesta",26,NAT,PERENNIAL,HERB,GRAMINOID,NULL
bogong.au,Lamiaceae,"Ajuga australis","Ajuga australis",1,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Orchidaceae,"Prasophyllum alpinum","Prasophyllum alpinum",6,UNK,PERENNIAL,HERB,FORB,NULL
bogong.au,Plantaginaceae,"Plantago euryphylla","Plantago euryphylla",29,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Poaceae,"Agrostis capillaris","Agrostis capillaris",1,INT,PERENNIAL,GRASS,GRASS,C3
bogong.au,Poaceae,"Agrostis venusta","Agrostis venusta",29,NAT,ANNUAL,GRASS,GRASS,C3
bogong.au,Poaceae,"Poa hiemata","Poa hiemata",30,NAT,PERENNIAL,GRASS,GRASS,C3
bogong.au,Poaceae,"Poa hothamensis","Poa hothamensis",28,NAT,PERENNIAL,GRASS,GRASS,C3
bogong.au,Poaceae,"Rytidosperma nudiflorum","Rytidosperma nudiflorum",30,NAT,PERENNIAL,GRASS,GRASS,C3
bogong.au,Poaceae,"Trisetum spicatum subsp._australiense","Trisetum antarcticum",14,NAT,PERENNIAL,GRASS,GRASS,C3
bogong.au,Polygonaceae,"Rumex acetosella","Rumex acetosella",30,INT,PERENNIAL,HERB,FORB,NULL
bogong.au,Ranunculaceae,"Ranunculus victoriensis","Ranunculus victoriensis",30,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Rubiaceae,"Asperula gunnii","Asperula gunnii",18,NAT,PERENNIAL,HERB,FORB,NULL
bogong.au,Rutaceae,"Asterolasia trymalioides","Asterolasia trymalioides",7,NAT,PERENNIAL,SHRUB,WOODY,NULL
bogong.au,Rutaceae,"Phebalium squamulosum subsp._ozothamnoides","Phebalium squamulosum ssp. ozothamnoides",2,NAT,PERENNIAL,SHRUB,WOODY,NULL
bogong.au,Thymelaeaceae,"Pimelea alpina","Pimelea alpina",10,NAT,PERENNIAL,SHRUB,WOODY,NULL
bogong.au,Violaceae,"Viola betonicifolia","Viola betonicifolia",27,NAT,PERENNIAL,HERB,FORB,NULL
bttr.us,NULL,Moss,Bryophyte,9,NAT,NULL,NULL,BRYOPHYTE,NULL
bttr.us,Apiaceae,"Angelica genuflexa","Angelica genuflexa",2,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Compositae,"Achillea millefolium","Achillea millefolium",18,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Compositae,"Agoseris aurantiaca","Agoseris aurantiaca",2,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Compositae,"Aster occidentalis","Symphyotrichum spathulatum",20,NAT,NULL,NULL,FORB,NULL
bttr.us,Compositae,"Aster species","Aster sp.",1,NAT,NULL,NULL,NULL,NULL
bttr.us,Compositae,"Asteraceae species","Unknown asteraceae",1,NAT,NULL,NULL,NULL,NULL
bttr.us,Compositae,"Cirsium remotifolium","Cirsium remotifolium",3,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Compositae,"Lactuca aster","Lactuca sp.",1,NAT,NULL,NULL,NULL,NULL
bttr.us,Compositae,"Rudbeckia occidentalis","Rudbeckia occidentalis",4,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Compositae,"Senecio species","Senecio sp.",1,NAT,NULL,NULL,NULL,NULL
bttr.us,Compositae,"Senecio triangularis","Senecio triangularis",15,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Compositae,"Solidago canadensis","Solidago canadensis",1,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Compositae,"Solidago species","Solidago sp.",6,NAT,NULL,NULL,FORB,NULL
bttr.us,Cornaceae,"Cornus canadensis","Cornus canadensis",1,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Cyperaceae,"Carex blueblack","Carex sp.",1,NAT,NULL,NULL,GRAMINOID,NULL
bttr.us,Cyperaceae,"Carex butt","Carex sp.",19,NAT,NULL,NULL,GRAMINOID,NULL
bttr.us,Cyperaceae,"Carex greenblack","Carex sp.",12,NAT,NULL,NULL,GRAMINOID,NULL
bttr.us,Cyperaceae,"Carex triangle","Carex sp.",2,NAT,NULL,NULL,GRAMINOID,NULL
bttr.us,Cyperaceae,"Scirpus congdonii","Scirpus congdonii",19,NAT,PERENNIAL,NULL,GRAMINOID,NULL
bttr.us,Fabaceae,"Trifolium longipes","Trifolium longipes",24,NAT,PERENNIAL,NULL,LEGUME,NULL
bttr.us,Fabaceae,"Vicia americana","Vicia americana",2,NAT,PERENNIAL,NULL,LEGUME,NULL
bttr.us,Hypericaceae,"Hypericum formosum","Hypericum formosum",25,NAT,NULL,NULL,NULL,NULL
bttr.us,Iridaceae,"Sisyrinchium bellum","Sisyrinchium bellum",8,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Juncaceae,"Juncus ensifolius","Juncus ensifolius",1,NAT,PERENNIAL,NULL,GRAMINOID,NULL
bttr.us,Juncaceae,"Luzula species","Luzula sp.",2,NAT,NULL,NULL,GRAMINOID,NULL
bttr.us,Lamiaceae,"Prunella vulgaris","Prunella vulgaris",5,INT,PERENNIAL,NULL,FORB,NULL
bttr.us,Lamiaceae,"Stachys species","Stachys sp.",1,NAT,NULL,NULL,NULL,NULL
bttr.us,Liliaceae,"Calochortus subalpinus","Calochortus subalpinus",1,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Malvaceae,"Sidalcea nelsoniana","Sidalcea nelsoniana",19,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Melanthiaceae,"Veratrum viride","Veratrum viride",10,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Onagraceae,"Gayophytum humile","Gayophytum humile",7,NAT,ANNUAL,NULL,NULL,NULL
bttr.us,Pinaceae,"Pseudotsuga menziesii","Pseudotsuga menziesii",1,NAT,PERENNIAL,TREE,WOODY,NULL
bttr.us,Poaceae,"Achnatherum occidentale","Stipa occidentalis",4,NAT,PERENNIAL,NULL,GRASS,C3
bttr.us,Poaceae,"Agrostis annual","Agrostis sp.",1,NAT,NULL,NULL,GRASS,C3
bttr.us,Poaceae,"Agrostis small","Agrostis sp.",4,NAT,NULL,NULL,GRASS,C3
bttr.us,Poaceae,"Agrostis species","Agrostis sp.",12,NAT,NULL,NULL,GRASS,C3
bttr.us,Poaceae,"Aira species","Aira sp.",1,NAT,NULL,NULL,GRASS,C3
bttr.us,Poaceae,"Bromus carinatus","Bromus carinatus",9,NAT,ANNUAL,NULL,GRASS,C3
bttr.us,Poaceae,"Calamagrostis canadensis","Calamagrostis canadensis",18,NAT,PERENNIAL,NULL,GRASS,C3
bttr.us,Poaceae,"Danthonia intermedia","Danthonia intermedia",6,NAT,PERENNIAL,NULL,GRASS,C3
bttr.us,Poaceae,"Deschampsia caespitosa","Deschampsia cespitosa",8,NAT,PERENNIAL,NULL,GRASS,C3
bttr.us,Poaceae,"Elymus glaucus","Elymus glaucus",1,NAT,PERENNIAL,NULL,GRASS,C3
bttr.us,Poaceae,"Festuca idahoensis","Festuca idahoensis",12,NAT,PERENNIAL,NULL,GRASS,C3
bttr.us,Poaceae,"Phleum pratense","Phleum pratense",2,INT,PERENNIAL,NULL,GRASS,C3
bttr.us,Poaceae,"Poa pratensis","Poa pratensis",2,INT,PERENNIAL,NULL,GRASS,C3
bttr.us,Polygonaceae,"Polygonum bistortoides","Bistorta bistortoides",13,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Polygonaceae,"Rumex acetosella","Rumex acetosella",1,INT,PERENNIAL,NULL,FORB,NULL
bttr.us,Ranunculaceae,"Anemone oregana","Anemone oregana",1,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Ranunculaceae,"Aquilegia formosa","Aquilegia formosa",1,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Ranunculaceae,"Delphinium menziesii","Delphinium menziesii",2,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Ranunculaceae,"Ranunculus nanus","Ranunculus nanus",2,NAT,NULL,NULL,FORB,NULL
bttr.us,Ranunculaceae,"Ranunculus orthorhynchus","Ranunculus orthorhynchus",2,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Ranunculaceae,"Ranunculus ranii","Ranunculus sp.",4,NAT,NULL,NULL,NULL,NULL
bttr.us,Ranunculaceae,"Ranunculus species","Ranunculus sp.",2,NAT,NULL,NULL,NULL,NULL
bttr.us,Ranunculaceae,"Ranunculus uncinatus","Ranunculus uncinatus",4,NAT,ANNUAL,NULL,NULL,NULL
bttr.us,Rosaceae,"Fragaria vesca","Fragaria vesca",12,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Rosaceae,"Rosa pisocarpa","Rosa pisocarpa",2,NAT,PERENNIAL,SHRUB,WOODY,NULL
bttr.us,Rosaceae,"Spiraea densiflora","Spiraea densiflora",1,NAT,PERENNIAL,SHRUB,WOODY,NULL
bttr.us,Rubiaceae,"Galium five-leaf","Galium sp.",4,NAT,NULL,NULL,NULL,NULL
bttr.us,Rubiaceae,"Galium oreganum","Galium oreganum",3,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Rubiaceae,"Galium trifidum","Galium trifidum",4,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Scrophulariaceae,"Castilleja minuta","Castilleja miniata",8,NAT,PERENNIAL,NULL,FORB,NULL
bttr.us,Scrophulariaceae,"Orthocarpus imbricatus","Orthocarpus imbricatus",1,NAT,ANNUAL,NULL,NULL,NULL
bttr.us,Scrophulariaceae,"Veronica arvensis","Veronica arvensis",5,INT,ANNUAL,NULL,FORB,NULL
bttr.us,Scrophulariaceae,"Veronica scutellata","Veronica scutellata",2,NAT,PERENNIAL,NULL,NULL,NULL
bttr.us,Violaceae,"Viola glabella","Viola glabella",18,NAT,PERENNIAL,NULL,NULL,NULL
bunya.au,Apocynaceae,"Gomphocarpus fruticosus","Gomphocarpus fruticosus",2,INT,PERENNIAL,SHRUB,WOODY,NULL
bunya.au,Campanulaceae,"Wahlenbergia gracilis","Wahlenbergia gracilis",1,NAT,PERENNIAL,FORB,FORB,NULL
bunya.au,Compositae,"Cirsium arvense","Cirsium arvense",1,INT,PERENNIAL,FORB,FORB,NULL
bunya.au,Compositae,"Epaltes australis","Epaltes australis",4,NAT,PERENNIAL,FORB,FORB,NULL
bunya.au,Convolvulaceae,"Dichondra repens","Dichondra microcalyx",11,NAT,PERENNIAL,FORB,FORB,NULL
bunya.au,Convolvulaceae,"Ipomoea plebeia","Ipomoea biflora",2,NAT,PERENNIAL,FORB,FORB,NULL
bunya.au,Cyperaceae,"Fimbristylis dichotoma","Fimbristylis dichotoma",1,NAT,PERENNIAL,GRAMINOID,GRAMINOID,NULL
bunya.au,Fabaceae,"Glycine tabacina","Glycine tabacina",6,NAT,PERENNIAL,FORB,LEGUME,NULL
bunya.au,Juncaceae,"Juncus effusus","Juncus effusus",1,NAT,PERENNIAL,GRAMINOID,GRAMINOID,NULL
bunya.au,Malvaceae,"Sida rhombifolia","Sida rhombifolia",21,NAT,PERENNIAL,FORB,FORB,NULL
bunya.au,Poaceae,"Aristida latifolia","Aristida latifolia",30,NAT,PERENNIAL,GRASS,GRASS,C4
bunya.au,Poaceae,"Bothriochloa bunyensis","Bothriochloa bunyensis",18,NAT,PERENNIAL,GRASS,GRASS,C4
bunya.au,Poaceae,"Sporobolus creber","Sporobolus creber",2,NAT,PERENNIAL,GRASS,GRASS,C4
bunya.au,Poaceae,"Themeda triandra","Themeda triandra",10,NAT,PERENNIAL,GRASS,GRASS,C4
bunya.au,Rubiaceae,"Asperula conferta","Asperula conferta",21,NAT,PERENNIAL,FORB,FORB,NULL
bunya.au,Solanaceae,"Solanum ellipticum","Pionandra elliptica",4,NAT,PERENNIAL,FORB,FORB,NULL
bunya.au,Urticaceae,"Urtica dioica","Urtica dioica",1,INT,PERENNIAL,FORB,FORB,NULL
burrawan.au,NULL,Lichen,Lichen,30,UNK,NULL,NULL,LICHEN,NULL
burrawan.au,NULL,Moss,Bryophyte,8,UNK,NULL,NULL,BRYOPHYTE,NULL
burrawan.au,Adiantaceae,"Cheilanthes sieberi","Cheilanthes sieberi",25,NAT,PERENNIAL,HERB,FORB,NULL
burrawan.au,Asphodelaceae,"Bulbine bulbosa","Bulbine bulbosa",8,NAT,PERENNIAL,HERB,FORB,NULL
burrawan.au,Campanulaceae,"Wahlenbergia gracilis","Wahlenbergia gracilis",28,NAT,PERENNIAL,HERB,FORB,NULL
burrawan.au,Commelinaceae,"Murdannia graminea","Murdannia graminea",3,NAT,PERENNIAL,FORB,FORB,NULL
burrawan.au,Compositae,"Chrysocephalum apiculatum","Chrysocephalum apiculatum",23,NAT,PERENNIAL,HERB,FORB,NULL
burrawan.au,Compositae,"Epaltes australis","Epaltes australis",30,NAT,PERENNIAL,HERB,FORB,NULL
burrawan.au,Compositae,"Gamochaeta calviceps","Gnaphalium calviceps",16,INT,ANNUAL,HERB,FORB,NULL
burrawan.au,Compositae,"Leucochrysum molle","Leucochrysum molle",11,NAT,ANNUAL,HERB,FORB,NULL
burrawan.au,Compositae,"Pycnosorus chrysanthes","Pycnosorus chrysanthes",28,NAT,ANNUAL,HERB,FORB,NULL
burrawan.au,Cupressaceae,"Callitris glaucophylla","Callitris columellaris",2,NAT,PERENNIAL,TREE,WOODY,NULL
burrawan.au,Cyperaceae,"Cyperus aggregatus","Cyperus aggregatus",15,NAT,PERENNIAL,HERB,GRAMINOID,NULL
burrawan.au,Cyperaceae,"Fimbristylis dichotoma","Fimbristylis dichotoma",30,NAT,PERENNIAL,HERB,GRAMINOID,NULL
burrawan.au,Juncaceae,"Juncus effusus","Juncus effusus",5,NAT,PERENNIAL,GRAMINOID,GRAMINOID,NULL
burrawan.au,Laxmanniaceae,"Lomandra leucocephala","Lomandra leucocephala",4,NAT,PERENNIAL,HERB,FORB,NULL
burrawan.au,Malvaceae,"Sida cordifolia","Sida cordifolia",11,INT,PERENNIAL,HERB,FORB,NULL
burrawan.au,Onagraceae,"Epilobium billardierianum","Epilobium billardiereanum",29,NAT,PERENNIAL,HERB,FORB,NULL
burrawan.au,Ophioglossaceae,"Ophioglossum lusitanicum","Ophioglossum lusitanicum",2,NULL,NULL,NULL,NULL,NULL
