site_code,Family,local_name,standard_taxon,number_plots_observed,provenance,lifespan,lifeform,functional_group,photosynthetic_pathway
kiny.au,Poaceae,"Vulpia bromoides","Vulpia bromoides",17,NULL,ANNUAL,NULL,GRASS,C3
kiny.au,Poaceae,"Vulpia sp.","Vulpia sp.",29,INT,ANNUAL,GRASS,GRASS,C3
kiny.au,Poaceae,"Walwhalleya sp.","Walwhalleya sp.",2,NULL,NULL,NULL,GRASS,C3
kiny.au,Poaceae,Wheat,"Triticum sp.",2,INT,ANNUAL,GRASS,GRASS,C3
kiny.au,Rubiaceae,"Asperula conferta","Asperula conferta",2,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Apiaceae,"Pimpinella saxifraga","Pimpinella saxifraga",28,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Brassicaceae,"Arabis hirsuta","Arabis hirsuta",3,NAT,ANNUAL,HERB,FORB,NULL
kirik.ee,Campanulaceae,"Campanula glomerata","Campanula glomerata",8,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Campanulaceae,"Campanula persicifolia","Campanula persicifolia",2,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Campanulaceae,"Campanula rotundifolia","Campanula rotundifolia",23,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Caprifoliaceae,"Knautia arvensis","Knautia arvensis",2,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Caryophyllaceae,"Arenaria serpyllifolia","Arenaria serpyllifolia",1,NAT,ANNUAL,HERB,FORB,NULL
kirik.ee,Caryophyllaceae,"Cerastium fontanum","Cerastium fontanum",9,NAT,INDETERMINATE,HERB,FORB,NULL
kirik.ee,Caryophyllaceae,"Stellaria graminea","Stellaria graminea",1,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Cistaceae,"Helianthemum nummularium","Helianthemum nummularium var. grandiflorum",1,NAT,PERENNIAL,HERB,WOODY,NULL
kirik.ee,Compositae,"Achillea millefolium","Achillea millefolium",28,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Antennaria dioica","Antennaria dioica",20,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Artemisia campestris","Artemisia campestris",1,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Carlina vulgaris","Carlina vulgaris",13,NAT,BIENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Centaurea jacea","Centaurea jacea",19,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Cirsium acaule","Cirsium acaule",17,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Hieracium sp. 1","Hieracium sp.",2,NULL,NULL,NULL,NULL,NULL
kirik.ee,Compositae,"Hieracium sp. 2","Hieracium sp.",1,NULL,NULL,NULL,NULL,NULL
kirik.ee,Compositae,"Inula salicina","Inula salicina",6,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Leontodon hispidus","Leontodon hispidus",27,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Leucanthemum vulgare","Leucanthemum vulgare",24,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Pilosella officinarum","Pilosella officinarum",22,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Senecio jacobaea","Senecio jacobaea",2,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Solidago virgaurea","Solidago virgaurea var. minuta",23,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Compositae,"Taraxacum officinale","Taraxacum campylodes",19,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Cyperaceae,"Carex caryophyllea","Carex caryophyllea",9,NULL,PERENNIAL,HERB,GRAMINOID,NULL
kirik.ee,Cyperaceae,"Carex flacca","Carex flacca",16,NAT,PERENNIAL,HERB,GRAMINOID,NULL
kirik.ee,Cyperaceae,"Carex ornithopoda","Carex ornithopoda",5,NAT,PERENNIAL,HERB,GRAMINOID,NULL
kirik.ee,Cyperaceae,"Carex panicea","Carex panicea",1,NULL,PERENNIAL,HERB,GRAMINOID,NULL
kirik.ee,Cyperaceae,"Carex tomentosa","Carex filiformis",30,NAT,PERENNIAL,HERB,GRAMINOID,NULL
kirik.ee,Fabaceae,"Anthyllis vulneraria","Anthyllis alpestris",29,NAT,PERENNIAL,HERB,LEGUME,NULL
kirik.ee,Fabaceae,"Lathyrus pratensis","Lathyrus pratensis",3,NULL,PERENNIAL,HERB,LEGUME,NULL
kirik.ee,Fabaceae,"Lotus corniculatus","Lotus corniculatus",15,NAT,PERENNIAL,HERB,LEGUME,NULL
kirik.ee,Fabaceae,"Medicago lupulina","Medicago lupulina",30,NULL,INDETERMINATE,HERB,LEGUME,NULL
kirik.ee,Fabaceae,"Melilotus albus","Melilotus albus",1,NAT,BIENNIAL,HERB,LEGUME,NULL
kirik.ee,Fabaceae,"Trifolium montanum","Trifolium montanum",28,NAT,PERENNIAL,HERB,LEGUME,NULL
kirik.ee,Fabaceae,"Trifolium pratense","Trifolium pratense",8,NAT,PERENNIAL,HERB,LEGUME,NULL
kirik.ee,Fabaceae,"Trifolium repens","Trifolium repens",6,NULL,PERENNIAL,HERB,LEGUME,NULL
kirik.ee,Fabaceae,"Vicia cracca","Vicia tenuifolia",11,NULL,PERENNIAL,HERB,LEGUME,NULL
kirik.ee,Hypericaceae,"Hypericum perforatum","Hypericum perforatum",6,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Juncaceae,"Luzula campestris","Luzula campestris",3,NAT,PERENNIAL,HERB,GRAMINOID,NULL
kirik.ee,Lamiaceae,"Prunella vulgaris","Prunella vulgaris",13,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Lamiaceae,"Thymus serpyllum","Thymus serpyllum",19,NAT,PERENNIAL,HERB,WOODY,NULL
kirik.ee,Linaceae,"Linum catharticum","Linum catharticum",19,NULL,ANNUAL,HERB,FORB,NULL
kirik.ee,Orchidaceae,"Gymnadenia conopsea","Gymnadenia conopsea",2,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Pinaceae,"Pinus sylvestris","Pinus sylvestris",1,NAT,PERENNIAL,TREE,WOODY,NULL
kirik.ee,Plantaginaceae,"Plantago lanceolata","Plantago lanceolata",14,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Plantaginaceae,"Plantago media","Plantago media",27,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Poaceae,"Agrostis vinealis","Agrostis vinealis",1,NAT,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Briza media","Briza media",28,NULL,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Dactylis glomerata","Dactylis glomerata",12,NULL,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Festuca ovina","Festuca ovina",18,NAT,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Festuca pratensis","Festuca pratensis",4,NAT,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Festuca rubra","Festuca rubra",18,NULL,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Helictotrichon pratense","Helictotrichon pratense",30,NAT,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Helictotrichon pubescens","Helictotrichon pubescens",7,NULL,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Molinia caerulea","Molinia caerulea",1,NAT,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Phleum bertolonii","Phleum bertolonii",1,NAT,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Poa angustifolia","Poa angustifolia",8,NULL,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Poa compressa","Poa compressa",1,NAT,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Poaceae,"Sesleria caerulea","Sesleria caerulea",26,NAT,PERENNIAL,GRASS,GRASS,C3
kirik.ee,Polygalaceae,"Polygala amarella","Polygala amarella",10,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Polygalaceae,"Polygala comosa","Polygala comosa",2,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Primulaceae,"Primula veris","Primula veris",7,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Ranunculaceae,"Ranunculus acris","Ranunculus acris",2,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Ranunculaceae,"Ranunculus bulbosus","Ranunculus bulbosus",2,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Ranunculaceae,"Ranunculus polyanthemos","Ranunculus polyanthemos",17,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rhamnaceae,"Frangula alnus","Frangula alnus",1,NAT,PERENNIAL,SHRUB,WOODY,NULL
kirik.ee,Rhamnaceae,"Rhamnus cathartica","Rhamnus cathartica",2,NAT,PERENNIAL,SHRUB,WOODY,NULL
kirik.ee,Rosaceae,"Agrimonia eupatoria","Agrimonia eupatoria",1,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rosaceae,"Alchemilla vulgaris","Alchemilla xanthochlora",3,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rosaceae,"Filipendula vulgaris","Filipendula vulgaris",30,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rosaceae,"Fragaria vesca","Fragaria vesca",4,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rosaceae,"Fragaria viridis","Fragaria viridis",14,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rosaceae,"Potentilla erecta","Potentilla erecta",2,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rosaceae,"Potentilla neumanniana","Potentilla neumanniana",8,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rosaceae,"Potentilla reptans","Potentilla reptans",7,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rubiaceae,"Asperula tinctoria","Asperula tinctoria",14,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rubiaceae,"Galium album","Galium album",3,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rubiaceae,"Galium boreale","Galium boreale",27,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Rubiaceae,"Galium verum","Galium verum",28,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Scrophulariaceae,"Veronica chamaedrys","Veronica chamaedrys",8,NULL,PERENNIAL,HERB,FORB,NULL
kirik.ee,Violaceae,"Viola rupestris","Viola rupestris",22,NAT,PERENNIAL,HERB,FORB,NULL
kirik.ee,Violaceae,"Viola sp.","Viola sp.",1,NULL,NULL,NULL,NULL,NULL
koffler.ca,Apiaceae,"Daucus carota","Daucus carota",30,INT,BIENNIAL,Forb/herb,FORB,NULL
koffler.ca,Apocynaceae,"Asclepias syriaca","Asclepias syriaca",36,NAT,PERENNIAL,Forb/herb,FORB,NULL
koffler.ca,Brassicaceae,"Brassica sp.","Brassica sp.",1,INT,NULL,NULL,NULL,NULL
koffler.ca,Caryophyllaceae,"Cerastium fontanum","Cerastium fontanum",5,INT,NULL,NULL,FORB,NULL
koffler.ca,Compositae,"Achillea millefolium","Achillea millefolium",14,INT,PERENNIAL,forb/herb,FORB,NULL
koffler.ca,Compositae,"Cirsium arvense","Cirsium arvense",36,INT,PERENNIAL,Forb/herb,FORB,NULL
koffler.ca,Compositae,"Eupatorium maculatum","Eupatorium maculatum",2,NAT,PERENNIAL,FORB/HERB,FORB,NULL
koffler.ca,Compositae,"Euthamia graminifolia","Euthamia graminifolia",36,NAT,PERENNIAL,Forb/herb,FORB,NULL
koffler.ca,Compositae,"Hieracium caespitosum","Hieracium caespitosum",1,INT,NULL,NULL,NULL,NULL
koffler.ca,Compositae,"Lactuca serriola","Lactuca serriola",9,INT,BIENNIAL,FORB/HERB,FORB,NULL
koffler.ca,Compositae,"Leucanthemum vulgare","Leucanthemum vulgare",13,INT,PERENNIAL,forb/herb,FORB,NULL
koffler.ca,Compositae,"Rudbeckia hirta","Rudbeckia hirta",4,NAT,NULL,NULL,FORB,NULL
koffler.ca,Compositae,"Solidago altissima","Solidago altissima",36,NULL,PERENNIAL,NULL,FORB,NULL
koffler.ca,Compositae,"Solidago complex altissima","Solidago complex altissima",36,NULL,NULL,NULL,NULL,NULL
koffler.ca,Compositae,"Sonchus sp. (koffler.ca)","Sonchus sp.",1,NULL,NULL,NULL,NULL,NULL
koffler.ca,Compositae,"Symphyotrichum ericoides","Symphyotrichum ericoides",1,NAT,PERENNIAL,NULL,FORB,NULL
koffler.ca,Compositae,"Symphyotrichum laeve","Symphyotrichum laeve",2,NAT,NULL,NULL,FORB,NULL
koffler.ca,Compositae,"Symphyotrichum lanceolatum","Symphyotrichum lanceolatum",8,NAT,PERENNIAL,FORB/HERB,FORB,NULL
koffler.ca,Compositae,"Symphyotrichum lateriflorum","Symphyotrichum lateriflorum",1,NULL,NULL,NULL,NULL,NULL
koffler.ca,Compositae,"Symphyotrichum novae-angliae","Symphyotrichum novae-angliae",26,NAT,PERENNIAL,Forb/herb,FORB,NULL
koffler.ca,Compositae,"Taraxacum officinale","Taraxacum campylodes",8,INT,PERENNIAL,Forb/herb,FORB,NULL
koffler.ca,Compositae,"Unknown aster","Unknown asteraceae ",2,NULL,NULL,NULL,NULL,NULL
koffler.ca,Cornaceae,"Cornus stolonifera","Cornus sericea",2,NAT,NULL,NULL,WOODY,NULL
koffler.ca,Cyperaceae,"Carex plantaginea","Carex plantaginea",15,NAT,PERENNIAL,GRAMINOID,GRAMINOID,NULL
koffler.ca,Cyperaceae,"Carex sp4-rough leaves (koffler.ca)","Carex sp.",1,NULL,NULL,NULL,NULL,NULL
koffler.ca,Cyperaceae,"Carex spp1","Carex sp.",3,NULL,NULL,GRAMINOID,GRAMINOID,NULL
koffler.ca,Cyperaceae,"Carex spp2","Carex sp.",9,NULL,NULL,GRAMINOID,GRAMINOID,NULL
koffler.ca,Cyperaceae,"Cyperaceae sp. (koffler.ca)","Unknown cyperaceae sp.",1,NULL,NULL,NULL,NULL,NULL
koffler.ca,Equisetaceae,"Equisetum arvense","Equisetum arvense",12,NAT,PERENNIAL,FORB/HERB,FORB,NULL
koffler.ca,Fabaceae,"Melilotus alba","Melilotus officinalis ssp. alba",3,INT,INDETERMINATE,Forb/herb,LEGUME,NULL
koffler.ca,Fabaceae,"Vicia cracca","Vicia tenuifolia",36,INT,PERENNIAL,Forb/herb,LEGUME,NULL
koffler.ca,Hypericaceae,"Hypericum perforatum","Hypericum perforatum",24,INT,PERENNIAL,Forb/herb,FORB,NULL
koffler.ca,Lamiaceae,"Monarda fistulosa","Monarda fistulosa",25,NAT,PERENNIAL,Forb/herb,FORB,NULL
koffler.ca,Oleaceae,"Fraxinus sapling","Fraxinus sp.",10,NAT,PERENNIAL,TREE,WOODY,NULL
koffler.ca,Onagraceae,"Oenothera biennis","Oenothera biennis",3,NAT,BIENNIAL,Forb/herb,FORB,NULL
koffler.ca,Plantaginaceae,"Linaria vulgaris","Linaria vulgaris",4,INT,NULL,NULL,FORB,NULL
koffler.ca,Plantaginaceae,"Plantago lanceolata","Plantago lanceolata",2,INT,NULL,NULL,FORB,NULL
koffler.ca,Poaceae,"Agrostis gigantea","Agrostis gigantea",24,INT,NULL,NULL,GRASS,C3
koffler.ca,Poaceae,"Bromus inermis","Bromus inermis",36,INT,PERENNIAL,GRASS,GRASS,C3
koffler.ca,Poaceae,"Dactylis glomerata","Dactylis glomerata",6,INT,PERENNIAL,GRASS,GRASS,C3
koffler.ca,Poaceae,"Phleum pratense","Phleum pratense",3,INT,NULL,NULL,GRASS,C3
koffler.ca,Poaceae,"Poa spp","Poa sp.",36,NULL,NULL,NULL,GRASS,C3
koffler.ca,Poaceae,"Poaceae sp1 (koffler.ca)","Unknown grass",1,NULL,NULL,NULL,NULL,NULL
koffler.ca,Poaceae,"Poaceae sp2 (koffler.ca)","Unknown grass",1,NULL,NULL,NULL,NULL,NULL
koffler.ca,Ranunculaceae,"Ranunculus spp","Ranunculus sp.",2,NULL,NULL,NULL,NULL,NULL
koffler.ca,Rosaceae,"Prunus sp.","Prunus sp.",2,NULL,NULL,NULL,WOODY,NULL
koffler.ca,Rosaceae,"Rosaceae sp.","Unknown rosaceae ",1,NULL,NULL,NULL,NULL,NULL
koffler.ca,Salicaceae,"Salix sp. (koffler.ca)","Salix sp.",2,NULL,NULL,NULL,NULL,NULL
koffler.ca,Vitaceae,"Vitis riparia","Vitis vulpina",13,NAT,PERENNIAL,Vine,WOODY,NULL
konz.us,NULL,"Unknown forb","Forb sp.",1,NULL,NULL,FORB,FORB,NULL
konz.us,Acanthaceae,"Ruellia humilis","Ruellia humilis",23,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Apiaceae,"Spermolepis inermis","Spermolepis inermis",6,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Apocynaceae,"Apocynum cannabinum","Apocynum cannabinum",6,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Apocynaceae,"Asclepias stenophylla","Asclepias stenophylla",10,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Apocynaceae,"Asclepias sullivantii","Asclepias sullivantii",1,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Apocynaceae,"Asclepias syriaca","Asclepias syriaca",1,NAT,PERENNIAL,Forb,FORB,NULL
konz.us,Apocynaceae,"Asclepias tuberosa","Asclepias tuberosa",1,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Apocynaceae,"Asclepias verticillata","Asclepias verticillata",29,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Apocynaceae,"Asclepias viridiflora","Asclepias viridiflora",2,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Apocynaceae,"Asclepias viridis","Asclepias viridis",5,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Campanulaceae,"Triodanis perfoliata","Triodanis perfoliata",11,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Caprifoliaceae,"Symphoricarpos orbiculatus","Symphoricarpos orbiculatus",1,NAT,PERENNIAL,Woody,WOODY,NULL
konz.us,Caryophyllaceae,"Silene antirrhina","Silene antirrhina",9,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Caryophyllaceae,"Stellaria media","Stellaria media",16,INT,ANNUAL,FORB,FORB,NULL
konz.us,Compositae,"Achillea millefolium","Achillea millefolium",1,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Ageratina altissima","Ageratina altissima",2,UNK,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Ambrosia artemisiifolia","Ambrosia artemisiifolia",26,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Compositae,"Ambrosia psilostachya","Ambrosia psilostachya",30,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Antennaria neglecta","Antennaria neglecta",9,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Artemesia ludoviciana","Artemisia ludoviciana",3,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Aster ericoides","Symphyotrichum ericoides",30,NAT,PERENNIAL,Forb,FORB,NULL
konz.us,Compositae,"Aster oblongifolius","Symphyotrichum oblongifolium",29,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Aster sericea","Symphyotrichum sericeum",1,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Cirsium altissimum","Cirsium altissimum",1,NAT,BIENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Cirsium undulatum","Cirsium undulatum",1,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Conyza canadensis","Conyza canadensis",7,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Compositae,"Echinacea angustifolia","Echinacea angustifolia",3,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Erechtites hieraciifolia","Erechtites hieraciifolia",8,UNK,ANNUAL,FORB,FORB,NULL
konz.us,Compositae,"Erigeron strigosus","Erigeron strigosus",9,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Helianthus annuus","Helianthus annuus",1,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Compositae,"Kuhnia eupatorioides","Brickellia eupatorioides",23,NAT,ANNUAL,Forb,FORB,NULL
konz.us,Compositae,"Ratibida columnifera","Ratibida columnifera",2,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Senecio plattensis","Senecio plattensis",2,NAT,BIENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Solidago canadensis","Solidago canadensis",17,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Solidago missouriensis","Solidago missouriensis",22,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Solidago rigida","Solidago rigida",2,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Compositae,"Vernonia baldwinii","Vernonia baldwinii",4,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Cyperaceae,"Carex brevior","Carex brevior",7,NAT,PERENNIAL,SEDGE,GRAMINOID,NULL
konz.us,Cyperaceae,"Carex heliophila","Carex inops ssp. heliophila",30,NAT,PERENNIAL,SEDGE,GRAMINOID,NULL
konz.us,Cyperaceae,"Carex meadii","Carex meadii",30,NAT,PERENNIAL,SEDGE,GRAMINOID,NULL
konz.us,Cyperaceae,"Cyperus sp.","Cyperus sp.",1,NAT,PERENNIAL,SEDGE,GRAMINOID,NULL
konz.us,Euphorbiaceae,"Euphorbia marginata","Euphorbia marginata",1,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Euphorbiaceae,"Euphorbia nutans","Euphorbia nutans",23,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Euphorbiaceae,"Euphorbia serpens","Euphorbia serpens",27,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Euphorbiaceae,"Euphorbia spathulata","Euphorbia spathulata",1,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Fabaceae,"Amorpha canescens","Amorpha canescens",21,NAT,PERENNIAL,WOODY,LEGUME,NULL
konz.us,Fabaceae,"Baptisia australis","Baptisia australis",2,NAT,PERENNIAL,Forb,LEGUME,NULL
konz.us,Fabaceae,"Baptisia bracteata","Baptisia bracteata",3,NAT,PERENNIAL,FORB,LEGUME,NULL
konz.us,Fabaceae,"Dalea candida","Dalea candida",10,NAT,PERENNIAL,FORB,LEGUME,NULL
konz.us,Fabaceae,"Dalea purpurea","Dalea purpurea",3,NAT,PERENNIAL,FORB,LEGUME,NULL
konz.us,Fabaceae,"Desmodium illinoense","Desmodium illinoense",3,NAT,PERENNIAL,FORB,LEGUME,NULL
konz.us,Fabaceae,"Lespedeza capitata","Lespedeza capitata",3,NAT,PERENNIAL,Forb,LEGUME,NULL
konz.us,Fabaceae,"Lespedeza violacea","Lespedeza violacea",2,NAT,PERENNIAL,FORB,LEGUME,NULL
konz.us,Fabaceae,"Melilotus officinalis","Melilotus officinalis",1,INT,PERENNIAL,FORB,LEGUME,NULL
konz.us,Fabaceae,"Psoralea esculenta","Psoralea esculenta",1,NAT,PERENNIAL,FORB,LEGUME,NULL
konz.us,Fabaceae,"Psoralea tenuiflora","Psoralea tenuiflora",5,NAT,PERENNIAL,FORB,LEGUME,NULL
konz.us,Fabaceae,"Schrankia nuttallii","Mimosa quadrivalvis var. nuttallii",8,NAT,PERENNIAL,FORB,LEGUME,NULL
konz.us,Iridaceae,"Sisyrinchium campestre","Sisyrinchium campestre",12,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Lamiaceae,"Salvia azurea","Salvia azurea",12,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Linaceae,"Linum sulcatum","Linum sulcatum",24,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Onagraceae,"Calylophus serrulatus","Calylophus serrulatus",2,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Onagraceae,"Calylophus sp.","Calylophus sp.",1,NULL,NULL,FORB,FORB,NULL
konz.us,Onagraceae,"Oenothera biennis","Oenothera biennis",1,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Oxalidaceae,"Oxalis stricta","Oxalis stricta",17,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Plantaginaceae,"Plantago patagonica","Plantago patagonica",1,NAT,ANNUAL,FORB,FORB,NULL
konz.us,Poaceae,"Andropogon gerardii","Andropogon gerardii",30,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Poaceae,"Bouteloua curtipendula","Bouteloua curtipendula",29,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Poaceae,"Bouteloua gracilis","Chondrosum gracile",2,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Poaceae,"Dichanthelium acuminatum","Panicum acuminatum",6,NAT,PERENNIAL,GRASS,GRASS,C3
konz.us,Poaceae,"Dichanthelium oligosanthes","Panicum oligosanthes",30,NAT,PERENNIAL,GRASS,GRASS,C3
konz.us,Poaceae,"Elymus canadensis","Elymus canadensis",1,NAT,PERENNIAL,GRASS,GRASS,C3
konz.us,Poaceae,"Eragrostis spectabilis","Eragrostis spectabilis",14,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Poaceae,"Koeleria pyramidata","Koeleria pyramidata",13,NAT,PERENNIAL,GRASS,GRASS,C3
konz.us,Poaceae,"Muhlenbergia cuspidata","Muhlenbergia cuspidata",5,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Poaceae,"Muhlenbergia racemosa","Muhlenbergia racemosa",5,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Poaceae,"Panicum capillare","Panicum capillare",3,NAT,ANNUAL,GRASS,GRASS,C4
konz.us,Poaceae,"Panicum virgatum","Panicum virgatum",12,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Poaceae,"Poa pratensis","Poa pratensis",18,INT,PERENNIAL,GRASS,GRASS,C3
konz.us,Poaceae,"Schizachyrium scoparium","Schizachyrium scoparium",30,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Poaceae,"Sorghastrum nutans","Sorghastrum nutans",30,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Poaceae,"Sporobolus asper","Sporobolus compositus",30,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Poaceae,"Sporobolus heterolepis","Sporobolus heterolepis",13,NAT,PERENNIAL,GRASS,GRASS,C4
konz.us,Rhamnaceae,"Ceanothus herbaceus","Ceanothus herbaceus",1,UNK,PERENNIAL,WOODY,WOODY,NULL
konz.us,Solanaceae,"Physalis pumila","Physalis pumila",16,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Solanaceae,"Solanum ptychanthum","Solanum ptychanthum",7,UNK,ANNUAL,FORB,FORB,NULL
konz.us,Verbenaceae,"Verbena stricta","Verbena stricta",1,NAT,PERENNIAL,FORB,FORB,NULL
konz.us,Violaceae,"Viola rafinesquii","Viola bicolor",9,NAT,ANNUAL,FORB,FORB,NULL
konzn1b.us,Acanthaceae,"Ruellia humilis","Ruellia humilis",4,NAT,PERENNIAL,FORB,FORB,NULL
konzn1b.us,Amaranthaceae,"Amaranthus rudis","Amaranthus tuberculatus",2,NAT,ANNUAL,FORB,FORB,C4
konzn1b.us,Apiaceae,"Lomatium foeniculaceum","Lomatium foeniculaceum",2,NAT,PERENNIAL,FORB,FORB,NULL
konzn1b.us,Apiaceae,"Spermolepis inermis","Spermolepis inermis",6,NAT,ANNUAL,FORB,FORB,NULL
konzn1b.us,Apocynaceae,"Asclepias viridis","Asclepias viridis",2,NAT,PERENNIAL,FORB,FORB,NULL
