"","site_code","plot","block","trt","Ntrt","Ptrt","Ktrt","narea_mean","chi_mean","tmp_mean","vpd_mean","z_mean","lma_mean","par_per_leaf_area_mean","par_mean","lai_mean","p_pet_mean","live_mass_mean"
"1","bnch.us",1,1,"NK",1,0,1,2.8396146583148,0.70480737711356,8.37928758245723,0.463037439934633,1444,100.754832298137,NA,791.367222546588,NA,1.58400338180986,256.9
"2","bnch.us",2,1,"K",0,0,1,1.73095805612929,0.756506613979026,8.37928758245723,0.463037439934633,1444,72.1776897724159,NA,791.367222546588,NA,1.58400338180986,211.900005
"3","bnch.us",3,1,"PK",0,1,1,2.02253035414323,0.73748917423122,8.37928758245723,0.463037439934633,1444,96.1328642763673,NA,791.367222546588,NA,1.58400338180986,274.500005
"4","bnch.us",4,1,"N",1,0,0,3.21834293997406,0.750708410971398,8.37928758245723,0.463037439934633,1444,92.2982828956268,NA,791.367222546588,NA,1.58400338180986,98.85
"5","bnch.us",5,1,"NPK",1,1,1,2.65037873360263,0.74646640111,8.37928758245723,0.463037439934633,1444,71.8546512797024,NA,791.367222546588,NA,1.58400338180986,224.3
"6","bnch.us",6,1,"NP",1,1,0,15.0286608177444,0.78592740040445,8.37928758245723,0.463037439934633,1444,403.647698841266,NA,791.367222546588,NA,1.58400338180986,188.149995
"7","bnch.us",7,1,"Control",0,0,0,2.92487217855583,0.741701004110896,8.37928758245723,0.463037439934633,1444,93.3260582951447,NA,791.367222546588,NA,1.58400338180986,96.45
"8","bnch.us",8,1,"P",0,1,0,3.32703169417668,0.727929528004342,8.37928758245723,0.463037439934633,1444,93.5025219151314,NA,791.367222546588,NA,1.58400338180986,113.55
"9","bnch.us",9,1,"NPK+Fence",1,1,1,2.35921246573299,0.761921609890215,8.37928758245723,0.463037439934633,1444,74.684124192701,NA,791.367222546588,NA,1.58400338180986,225.349995
"10","bnch.us",10,1,"Fence",0,0,0,3.41582784691549,0.70481173759088,8.37928758245723,0.463037439934633,1444,120.063572662893,NA,791.367222546588,NA,1.58400338180986,118.55
"11","bnch.us",11,2,"PK",0,1,1,2.56628974553497,0.72910646597783,8.37928758245723,0.463037439934633,1444,65.1605663443554,NA,791.367222546588,NA,1.58400338180986,172.649995
"12","bnch.us",12,2,"P",0,1,0,2.64291775098677,0.763729065002851,8.37928758245723,0.463037439934633,1444,68.4466252621429,NA,791.367222546588,NA,1.58400338180986,148.15
"13","bnch.us",13,2,"NPK+Fence",1,1,1,3.29484336429266,0.719871584854043,8.37928758245723,0.463037439934633,1444,87.4777769143225,NA,791.367222546588,NA,1.58400338180986,212.15
"14","bnch.us",14,2,"K",0,0,1,2.32637513464915,0.721632635197051,8.37928758245723,0.463037439934633,1444,77.0549324489298,NA,791.367222546588,NA,1.58400338180986,113
"15","bnch.us",15,2,"N",1,0,0,2.8884398936643,0.758792253608223,8.37928758245723,0.463037439934633,1444,82.0177196121669,NA,791.367222546588,NA,1.58400338180986,213.15
"16","bnch.us",16,2,"NP",1,1,0,3.5500666506244,0.747947473024955,8.37928758245723,0.463037439934633,1444,83.0860711863838,NA,791.367222546588,NA,1.58400338180986,106.099995
"17","bnch.us",17,2,"NPK",1,1,1,3.01891147058563,0.726315631217517,8.37928758245723,0.463037439934633,1444,76.0257915615942,NA,791.367222546588,NA,1.58400338180986,174.250005
"18","bnch.us",18,2,"NK",1,0,1,2.92250746769693,0.752183560734775,8.37928758245723,0.463037439934633,1444,78.6512993989796,NA,791.367222546588,NA,1.58400338180986,262.099995
"19","bnch.us",19,2,"Fence",0,0,0,2.98717631388374,0.778889672629791,8.37928758245723,0.463037439934633,1444,63.2292820915433,NA,791.367222546588,NA,1.58400338180986,161.45
"20","bnch.us",20,2,"Control",0,0,0,3.05703288107371,0.696221004045483,8.37928758245723,0.463037439934633,1444,75.63364752136,NA,791.367222546588,NA,1.58400338180986,190.35
"21","bnch.us",21,3,"N",1,0,0,2.95669845521034,0.727929902975983,8.37928758245723,0.463037439934633,1444,74.2123435586005,NA,791.367222546588,NA,1.58400338180986,192.65
"22","bnch.us",22,3,"NP",1,1,0,2.85421715994704,0.710861980760346,8.37928758245723,0.463037439934633,1444,72.8883411395382,NA,791.367222546588,NA,1.58400338180986,199.800005
"23","bnch.us",23,3,"PK",0,1,1,11.019710202977,0.719522878564368,8.37928758245723,0.463037439934633,1444,220.670457760327,NA,791.367222546588,NA,1.58400338180986,279.050005
"24","bnch.us",24,3,"NPK",1,1,1,2.3310861422222,0.734205965078738,8.37928758245723,0.463037439934633,1444,71.3572490224153,NA,791.367222546588,NA,1.58400338180986,371.899985
"25","bnch.us",25,3,"Control",0,0,0,37.4760363327838,0.742055334458919,8.37928758245723,0.463037439934633,1444,759.626316999701,NA,791.367222546588,NA,1.58400338180986,140.45
"26","bnch.us",26,3,"Fence",0,0,0,10.0355181616063,0.697561360062711,8.37928758245723,0.463037439934633,1444,195.346522872661,NA,791.367222546588,NA,1.58400338180986,186.549995
"27","bnch.us",27,3,"P",0,1,0,15.941689373795,0.704824947814771,8.37928758245723,0.463037439934633,1444,312.797395950467,NA,791.367222546588,NA,1.58400338180986,235.25
"28","bnch.us",28,3,"NPK+Fence",1,1,1,25.8529221255381,0.71781651691363,8.37928758245723,0.463037439934633,1444,502.949266779593,NA,791.367222546588,NA,1.58400338180986,192.55
"29","bnch.us",29,3,"NK",1,0,1,2.40085882138632,0.684166218686255,8.37928758245723,0.463037439934633,1444,68.0766214454156,NA,791.367222546588,NA,1.58400338180986,277.149995
